video_id,title,channel_name,tanggal,author,message,label,komentar_clean,predicted_label
CLHTLViZ8Uc,NYOBAIN WARKOPOLIM GOFAR HILMAN GRIND BOYS‼️ Test Ride Mio Bore Up Injeksi Sekalian Kulineran,Den Dimas,2025-05-02 10:00:32+00:00,haylietia-q7i,"jepey 𝗦𝗚𝗜𝟴𝟴 , beneran !",1,"jepey 𝗦𝗚𝗜𝟴𝟴 , beneran !",1
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.552.311.100,SyafrilRama,Ya duit bapak nya banyak! Apapun bisa jadi kenyataan kek nya!!!!,0,ya duit nya ! apapun kenyataan kek nya ! ! ! !,0
gRjWM8jPIPw,"MR. BOND, MOBIL ANDA SUDAH SIAP | ASTON MARTIN DB12",Fitra Eri,2025-04-30 09:01:02+00:00,GoodeMartino-x1y,sehat salam 𝗪𝗘𝗧𝗢𝗡𝟴𝟴 gampang jepe,1,sehat salam 𝗪𝗘𝗧𝗢𝗡𝟴𝟴 gampang jepe,1
nZoNbiwP2ZE,Akhirnya Selesai Subaru Crosstrek Family Driftster‼️,Garasi Drift,173.959.965.832.065,CrestedDuckk,Sejak kapan Ken block muslim? 😂😂,0,ken block muslim ?,0
n_mFKYFMtWY,"UBUR-UBUR IKAN LELE, INI SAYA JUAL LE !!! Ready Tiga Sasis + Body SR3 Siap Naik Livery.",Bus Pesona,1.739.951.456.000.500,EARLOlguin,Pulau 777 – Tempat kemenangan tak terbatas!,1,pulau 777 – kemenangan terbatas !,1
nZoNbiwP2ZE,Akhirnya Selesai Subaru Crosstrek Family Driftster‼️,Garasi Drift,1.739.599.669.051.930,Planecrazyplayer,Pengen ke iims tapi ga punya duit 😓,0,pengen iims ga duit,0
ldxzVrtqXFg,"Generasi Muda, Bonus Demografi dan Masa Depan Indonesia",Wakil Presiden Republik Indonesia,1.745.336.747.790.270,afifnugraha1585,Gosong chef gorengan nya 😂,0,gosong chef gorengan nya,0
rrUoGtfU9kw,PAMERAN EV TERKEREN INI BISA BIKIN ANDA KAYA RAYA,Fitra Eri,2025-05-01 09:01:12+00:00,LucilleBigelow-d5t,epic moment 𝗪𝗘𝗧𝗢𝗡𝟴𝟴,1,epic moment 𝗪𝗘𝗧𝗢𝗡𝟴𝟴,1
ldxzVrtqXFg,"Generasi Muda, Bonus Demografi dan Masa Depan Indonesia",Wakil Presiden Republik Indonesia,1.745.376.364.188.190,enslicoffeedia,"Mas, bagi prompt nya dong buat naskah begini",0,"mas , bagi prompt nya dong buat naskah begini",0
f8UEkmYXlzA,SKAKMAT AHOK,Pandji Pragiwaksono,1.745.390.604.246.520,RONALDRONALDDAVE,Ahok..  dan Dedi mulyadi,0,ahok .. dan dedi mulyadi,0
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,1.745.416.241.571.100,naufalr9,"""hp lu, lipat berapa bos?""",0,"`` hp lu , lipat berapa bos ? ''",0
nZoNbiwP2ZE,Akhirnya Selesai Subaru Crosstrek Family Driftster‼️,Garasi Drift,1.739.599.671.070.450,MiloGabutBetzSad,Telat 2 jam:V,0,telat 2 jam : v,0
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.166.565.580,achelzy,RB26 n/a 😢 ... Sayur tanpa garam,0,rb26 n/a ... sayur garam,0
ldxzVrtqXFg,"Generasi Muda, Bonus Demografi dan Masa Depan Indonesia",Wakil Presiden Republik Indonesia,1.745.394.384.305.840,dederifqimaulana,Kerja masih dicariin bapa jangan so keras ah,0,kerja masih dicariin bapa jangan so keras ah,0
gRjWM8jPIPw,"MR. BOND, MOBIL ANDA SUDAH SIAP | ASTON MARTIN DB12",Fitra Eri,2025-04-30 09:01:02+00:00,GrabowskiBoland-q7u,"jepey 𝐒𝐆𝐈𝟖𝟖 , beneran !",1,"jepey 𝐒𝐆𝐈𝟖𝟖 , beneran !",1
-vQDp9fHrzk,"Jersey Baru Timnas, Bau-Bau Piala Dunia Bro!",Karbida FC,173.995.353.294.455,WARRENBeckwith-s7x,"𝗠𝑨𝑵𝐃𝐀𝑳𝗜𝗞𝐀𝟕7 bikin lupa semua beban, hiburan yang sangat menyenangkan! 🤩 🥳",1,"𝗠𝑨𝑵𝐃𝐀𝑳𝗜𝗞𝐀𝟕7 bikin lupa beban , hiburan menyenangkan !",1
kUom1fDXs4A,MOBIL-MOBIL PALING KAMI SUKA DI IIMS 2025 | FEAT. OM MOBI,Fitra Eri,1.739.947.018.670.540,Aroel__,14:00 gub iwan naik iwan (E1) (:D),0,14:00 gub iwan iwan ( e1 ) ( : d ),0
f8UEkmYXlzA,SKAKMAT AHOK,Pandji Pragiwaksono,1.745.412.246.039.950,andisaputra3209,yg harusnya lu dukung abis-abisan tuh yang ini orgnya nji,0,yg harusnya lu dukung abis-abisan tuh yang ini orgnya nji,0
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,1.745.376.645.834.750,aldikakashi,"gak bener itu harganya,itu harga riba",0,"gak bener itu harganya , itu harga riba",0
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.214.274.516.900,D-Trader77,1:36:42 the road is still long bang,0,1:36:42 the road is still long bang,0
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.160.114.640,zendis.n.z1505,"15:30: ""Affaan tuch? 😂""",0,15:30 : `` affaan tuch ? ``,0
gRjWM8jPIPw,"MR. BOND, MOBIL ANDA SUDAH SIAP | ASTON MARTIN DB12",Fitra Eri,2025-04-30 09:01:02+00:00,ChildsRamon-j2b,05:35 𝐒𝐆𝐈𝟖𝟖 ngadu nasib wkwkw,1,05:35 𝐒𝐆𝐈𝟖𝟖 ngadu nasib wkwkw,1
f8UEkmYXlzA,SKAKMAT AHOK,Pandji Pragiwaksono,1.745.397.842.201.240,dimastoday,"jangan banyak ngomong deh pak ahok, buruan nyalon saya pilih",0,"jangan banyak ngomong deh pak ahok , buruan nyalon saya pilih",0
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,1.745.337.049.153.570,andie2631,50jt bagi 3=....,0,50jt bagi 3= ....,0
CLHTLViZ8Uc,NYOBAIN WARKOPOLIM GOFAR HILMAN GRIND BOYS‼️ Test Ride Mio Bore Up Injeksi Sekalian Kulineran,Den Dimas,2025-05-02 10:00:32+00:00,JaimeKilpatrick-t1i,semangat bang konten nya salam 𝗦𝗚𝗜𝟴𝟴 ! gampang jepe,1,semangat bang konten nya salam 𝗦𝗚𝗜𝟴𝟴 ! gampang jepe,1
ldxzVrtqXFg,"Generasi Muda, Bonus Demografi dan Masa Depan Indonesia",Wakil Presiden Republik Indonesia,1.745.408.778.078.200,Rajohard,Turu aja mas.,0,turu aja mas .,0
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.214.267.135.180,ferdianadi640,Ngelantur cokkk,0,ngelantur cokkk,0
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.214.365.213.520,dibyodwiadelphi229,Gokil indo buzzernya wkwk,0,gokil indo buzzernya wkwk,0
rrUoGtfU9kw,PAMERAN EV TERKEREN INI BISA BIKIN ANDA KAYA RAYA,Fitra Eri,2025-05-01 09:01:12+00:00,EubanksMorton-d9x,"kerennn contentnya bang , cari situs 𝗪𝗘𝗧𝗢𝗡𝟴𝟴",1,"kerennn contentnya bang , cari situs 𝗪𝗘𝗧𝗢𝗡𝟴𝟴",1
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.160.469.090,RICHARDRosen-b6g,"MANDALIKA77 ngan ukur jadi! Duit ngalir, permainan seru ora aya istirahatna. Layanan oke banget, abdi recom duh, euy!",1,"mandalika77 ngan ukur ! duit ngalir , permainan seru ora aya istirahatna . layanan oke banget , abdi recom duh , euy !",1
rrUoGtfU9kw,PAMERAN EV TERKEREN INI BISA BIKIN ANDA KAYA RAYA,Fitra Eri,2025-05-01 09:01:12+00:00,Cahaya9aay,"gacir bener , maen udh jepe",1,"gacir bener , maen udh jepe",1
-vQDp9fHrzk,"Jersey Baru Timnas, Bau-Bau Piala Dunia Bro!",Karbida FC,1.739.946.320.099.280,pitypuddle802,kelaaazzz bgt karbida FC 🔥,0,kelaaazzz bgt karbida fc,0
-vQDp9fHrzk,"Jersey Baru Timnas, Bau-Bau Piala Dunia Bro!",Karbida FC,1.739.946.326.432.270,iwanciwonk2813,"Ini Jersey apa baju fashion sih, gila keren bgt, parah gokil",0,"jersey baju fashion sih , gila keren bgt , parah gokil",0
nZoNbiwP2ZE,Akhirnya Selesai Subaru Crosstrek Family Driftster‼️,Garasi Drift,1.739.599.663.631.970,yantoDDD,Lama bat gw tungguin ini pidio woe,0,bat gw tungguin pidio woe,0
-vQDp9fHrzk,"Jersey Baru Timnas, Bau-Bau Piala Dunia Bro!",Karbida FC,1.739.975.126.039.300,MujdatFeyza,kek mandalika77 gini baru situs mantap. member baru wajib menang,1,kek mandalika77 gini situs mantap . member wajib menang,1
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.167.602.460,YildirimVeli-q5d,kalo bukan PULAUWIN yg kasih duit siapa lagi,1,kalo pulauwin yg kasih duit,1
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.214.350.279.830,adetiapratama96,"loch - ""Left and Right""",0,loch - `` left and right '',0
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,174.438.716.635.687,mischief404,Bro speaks a whole lot of nothing,0,bro speaks a whole lot of nothing,0
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,1.745.394.647.814.690,arahaitham123,Uda kek laptop rtx 5080 aja harganya,0,uda kek laptop rtx 5080 aja harganya,0
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.214.269.083.170,ivanale9555,Belum mulai wawancara udah struk duluan,0,belum mulai wawancara udah struk duluan,0
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,1.745.347.850.269.130,ap82925,"😂😂😂😂
Emang udah turun harga diri nya",0,emang udah turun harga diri nya,0
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.739.516.745.255.190,ghaliejhie8432,Kalau jebol  pusing ga tuh Krn susah di perbaikin di arena,0,jebol pusing ga tuh krn susah perbaikin arena,0
nZoNbiwP2ZE,Akhirnya Selesai Subaru Crosstrek Family Driftster‼️,Garasi Drift,17.395.996.676.731,mochbagir3848,Yang pake kmeja biru so asik banget wkwkwk,0,pake kmeja biru so asik banget wkwkwk,0
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,1.745.398.250.975.130,galatp9560,"Pemakaian lama
Gmn tuh flexibelny",0,pemakaian lama gmn tuh flexibelny,0
ufS5vDKnIhM,MITSUBISHI TRITON ULTIMATE AT | Definisi Pria Jago Di Kantor dan Di Lapangan,Motomobi,2025-05-01 02:30:42+00:00,herlambangikin,orang bilang alexis17 tuh bener-bener ngebantu keuangan .,1,orang bilang alexis17 tuh bener-bener ngebantu keuangan .,1
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,17.399.461.683.543,asepsullaiman0118,Huracan x LBWK kek ny 😆,0,huracan x lbwk kek ny,0
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.300.766.829.030,caaneedsleep,"sekeren bikin $1 jadi Rp17.000, all time highest 😂😂",0,"sekeren bikin $ 1 jadi rp17.000 , all time highest",0
gRjWM8jPIPw,"MR. BOND, MOBIL ANDA SUDAH SIAP | ASTON MARTIN DB12",Fitra Eri,2025-04-30 09:01:02+00:00,gambiraprasasta,tolong gua kejebak depo dialexis17 jd candu bgt kbnykan menang .,1,tolong gua kejebak depo dialexis17 jd candu bgt kbnykan menang .,1
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.167.980.820,CemileZekeriya,udah pada tau P U L A U W I N belum lu orang?,1,udah tau p u l a u w i n lu orang ?,0
ldxzVrtqXFg,"Generasi Muda, Bonus Demografi dan Masa Depan Indonesia",Wakil Presiden Republik Indonesia,1.745.379.954.051.420,PutraAja-p9r,Intinya kalau kerja minta cariin bapak...,0,intinya kalau kerja minta cariin bapak ...,0
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.556.087.750,DavtianKnowles-s9b,"𝘈𝘎𝑈𝙎𝘛𝙊𝐓O gampang banget dapet jackpot, luar biasa",1,"𝘈𝘎𝑈𝙎𝘛𝙊𝐓o gampang banget dapet jackpot ,",1
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,174.540.544.418.502,molen_,gilaa kameranyaaaa,0,gilaa kameranyaaaa,0
f8UEkmYXlzA,SKAKMAT AHOK,Pandji Pragiwaksono,1.745.394.204.641.610,ibnusalehadityawarman7968,"Big no , ahok gasuka anies dan ahok masih tolerir korupsi",0,"big no , ahok gasuka anies dan ahok masih tolerir korupsi",0
gRjWM8jPIPw,"MR. BOND, MOBIL ANDA SUDAH SIAP | ASTON MARTIN DB12",Fitra Eri,2025-04-30 09:01:02+00:00,annabellakristopherearly-g3y,"jepey trs , di𝐒𝐆𝐈𝟖𝟖",1,"jepey trs , di𝐒𝐆𝐈𝟖𝟖",1
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.544.699.370,gustikhairullah5847,Mantap gan,0,mantap gan,0
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.214.263.556.450,reee-construction,"I knew it in the moment ""They"" elected",0,i knew it in the moment `` they '' elected,0
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.214.261.582.290,narasikok,"​ @rahadiarum7448 masalahnya yg dia jawab gada yg nyambung, gmana dong?",0,"​ masalahnya yg dia jawab gada yg nyambung , gmana dong ?",0
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.300.685.505.470,nottlunn2,​ @bossman9577 fufu fafa wkwkwk,0,​ fufu fafa wkwkwk,0
ldxzVrtqXFg,"Generasi Muda, Bonus Demografi dan Masa Depan Indonesia",Wakil Presiden Republik Indonesia,1.745.336.754.711.570,arfan_1312,Sama gue juga nyumbang 1 dislike😂,0,sama gue juga nyumbang 1 dislike,0
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,2025-04-22 03:10:19+00:00,DesiHidayat-o5h,buset serius skketer zeus 𝘼𝙇𝙀𝙓𝙄𝙎17 5 ? ? ? .,1,buset serius skketer zeus 𝘼𝙇𝙀𝙓𝙄𝙎17 5 ? ? ? .,1
ufS5vDKnIhM,MITSUBISHI TRITON ULTIMATE AT | Definisi Pria Jago Di Kantor dan Di Lapangan,Motomobi,2025-05-01 02:30:42+00:00,CharismaMaynard-f5c,cair kakak mantap banget cuan weton88,1,cair kakak mantap banget cuan weton88,1
gRjWM8jPIPw,"MR. BOND, MOBIL ANDA SUDAH SIAP | ASTON MARTIN DB12",Fitra Eri,2025-04-30 09:01:02+00:00,carlohayden-g1s,sehat salam 𝐒𝐆𝐈𝟖𝟖 gampang jepe,1,sehat salam 𝐒𝐆𝐈𝟖𝟖 gampang jepe,1
4-hj6CwvKpU,JAECOO J7 | PHEV Apakah Worth It? Feat. Ridwan Hanif,Motomobi,1.745.337.589.767.320,AldiPermadi-b7o,ALEXIS-17☯ emang ga pernah pelit kalo soal ngasih jackpot ke membernya,1,alexis-17 emang ga pernah pelit kalo soal ngasih jackpot ke membernya,1
-vQDp9fHrzk,"Jersey Baru Timnas, Bau-Bau Piala Dunia Bro!",Karbida FC,1.739.946.335.284.820,saefulinsan8103,Pt Greentex,0,pt greentex,0
ufS5vDKnIhM,MITSUBISHI TRITON ULTIMATE AT | Definisi Pria Jago Di Kantor dan Di Lapangan,Motomobi,2025-05-01 02:30:42+00:00,CayleeDaughertydeutsch-y2b,"bandar weton88 auto , sultan gacur",1,"bandar weton88 auto , sultan gacur",1
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.163.893.740,panen55gacorterus,gini dong 1 minggu 2x hahaha,0,gini 1 minggu 2x hahaha,0
gRjWM8jPIPw,"MR. BOND, MOBIL ANDA SUDAH SIAP | ASTON MARTIN DB12",Fitra Eri,2025-04-30 09:01:02+00:00,lukitasalahudin-j9x,alexis'17 maen hoki,1,alexis'17 maen hoki,1
ldxzVrtqXFg,"Generasi Muda, Bonus Demografi dan Masa Depan Indonesia",Wakil Presiden Republik Indonesia,1.745.336.745.039.940,azmyadyasurya6874,Lebih seru komen ya wkwk.,0,lebih seru komen ya wkwk .,0
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,173.994.616.047.567,matthew.z225,15:35 ada yg nyasar tuh😂,0,15:35 yg nyasar tuh,0
f8UEkmYXlzA,SKAKMAT AHOK,Pandji Pragiwaksono,1.745.408.645.532.880,RanggaHermawan-q9m,Gue sih udah buktiin sendiri kekuatan ALEXIS⭐17⭐.,1,gue sih udah buktiin sendiri kekuatan alexis17 .,1
XI8K0-_kbHc,GAK NYANGKA BISA BEGINI! PENGENDARA DIJALAN SAMPAI BINGUNG LIHAT HUMMER EV | GLAMOUR AUTO BOUTIQUE,Jejelogy,1.739.601.501.288.670,UmmuHanani,Mobilnya Gus iqdam,0,mobilnya gus iqdam,0
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.300.736.673.810,Englll,Believe me no one pay me,0,believe me no one pay me,0
wbaneF-1auo,1M JOURNEY BORNEO 360: PANGKALAN BUN LUAR BIASA!,Ridwan Hanif,2025-05-03 03:01:07+00:00,WayanE2zAR,keuntungan 𝐷𝘌𝙒𝘈𝘿𝐎r𝐴 mendukung membeli rumah mudah .,1,keuntungan 𝐷𝘌𝙒𝘈𝘿𝐎r𝐴 mendukung membeli rumah mudah .,1
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.157.599.580,giraldolt7508,"9:42 gass,full spek biar lama durasi ny",0,"9:42 gass , full spek biar durasi ny",0
f8UEkmYXlzA,SKAKMAT AHOK,Pandji Pragiwaksono,1.745.372.610.764.530,alexanderkurniawan4790,"Dapet notif skakmat ahok, auto klik 💪",0,"dapet notif skakmat ahok , auto klik",0
QpXcKzQInXg,Review Mobil Drift Seharga Super Car | BRZ V8 Obell,Garasi Drift,1.738.825.552.318.850,TravisBello-i9c,Bang gamain diGA RU DA HO KI꧂,1,bang gamain diga ru da ho ki꧂,1
ycGdOc17FhA,"CITY HATCHBACK NAIK SPEK, MENGEJUTKAN DI MANDALIKA",Fitra Eri,2025-04-26 06:01:01+00:00,TiffanyLittleansen-e3j,busett cerahh banget 𝗪𝗘𝗧𝗢𝗡𝟴𝟴 encess koinya ngasih mulu,1,busett cerahh banget 𝗪𝗘𝗧𝗢𝗡𝟴𝟴 encess koinya ngasih mulu,1
hDFN1Sr8a80,GEELY EX5 MAX | Mobil Listrik Ada Rasa Volvonya Dibawah 500 Juta,Motomobi,2025-05-04 11:30:36+00:00,EuishphHB,rezeki disangka 𝘈hm𝐀d𝑇𝐎𝐓𝑂 !,1,rezeki disangka 𝘈hm𝐀d𝑇𝐎𝐓𝑂 !,1
-vQDp9fHrzk,"Jersey Baru Timnas, Bau-Bau Piala Dunia Bro!",Karbida FC,1.739.946.321.686.990,doddopantara2751,WAJIB BELI SIIII ORIGINAL 🔥🔥,0,wajib beli siiii original,0
f8UEkmYXlzA,SKAKMAT AHOK,Pandji Pragiwaksono,1.745.394.241.710.290,nadhirinbin_adam3250,"BAUAHAHAHAH KALAHH MULU PANDJIIIIIII,,,,,,,",0,"bauahahahah kalahh mulu pandjiiiiiii , , , , , , ,",0
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.214.311.864.040,feelokidz,Kayaknya kamu lebih cocok dipimpin Jokowi 😂😂😂 ​ @dawdadadadadad621 ,0,kayaknya kamu lebih cocok dipimpin jokowi ​,0
Ou0UedfyuqU,"Kalau mau beli TV, saya bakal PILIH YANG BEGINI.",GadgetIn,2025-04-24 09:24:38+00:00,NurAndriyani-m5w,temen abis cerita ̠ 𝑨𝑳𝑬𝑿𝑰𝑺17 gacor .,1,temen abis cerita ̠ 𝑨𝑳𝑬𝑿𝑰𝑺17 gacor .,1
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,1.745.337.018.540.880,Azelia_lily,​ @Sp12er ya lucu sih. Hp kek gitu buat game😂 padahal bukan hp gamers,0,​ ya lucu sih . hp kek gitu buat game padahal bukan hp gamers,0
4-hj6CwvKpU,JAECOO J7 | PHEV Apakah Worth It? Feat. Ridwan Hanif,Motomobi,1.744.991.980.515.880,Anshu_gaming4GB,Gue baru ngeh kalo P͎U͎L͎A͎U͎W͎I͎N͎ udah masuk semua media sosial.,1,gue baru ngeh kalo p͎u͎l͎a͎u͎w͎i͎n͎ udah masuk semua media sosial .,0
f8UEkmYXlzA,SKAKMAT AHOK,Pandji Pragiwaksono,1.745.390.642.657.290,senkyasrita,Raja Terakhir dalam dunia Politik... Selain Lord L,0,raja terakhir dalam dunia politik ... selain lord l,0
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.168.367.560,aminbt9866,Ternyata editan.. Belkote😂,0,editan .. belkote,0
-vQDp9fHrzk,"Jersey Baru Timnas, Bau-Bau Piala Dunia Bro!",Karbida FC,1.739.975.131.534.630,JEREMIAHGagnon-v7n,"Nungguin bini belanja lama bnget sampe bete, iseng iseng nyari WEB terus ketemu mandalika77 langsung spin kakek zeus, buset deh langsung dikasih Dapet jutaan.",1,"nungguin bini belanja bnget sampe bete , iseng iseng nyari web ketemu mandalika77 langsung spin kakek zeus , buset deh langsung dikasih dapet jutaan .",1
ycGdOc17FhA,"CITY HATCHBACK NAIK SPEK, MENGEJUTKAN DI MANDALIKA",Fitra Eri,2025-04-26 06:01:01+00:00,emongwidodo-d2y,gue rela ninggalin bisnis fokus alexis17 .,1,gue rela ninggalin bisnis fokus alexis17 .,1
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,1.745.337.015.545.960,SestaCorporations, @AbdurRahman-d1v9e  emang udah ada sekenan nya bg di jatinegara ?,0,-d1v9e emang udah ada sekenan nya bg di jatinegara ?,0
4-hj6CwvKpU,JAECOO J7 | PHEV Apakah Worth It? Feat. Ridwan Hanif,Motomobi,1.745.251.187.770.170,IndahAyuningtyas-k7v,"Gila sih, ⚡ALEXIS17⚡ emang beda kelas!",1,"gila sih , alexis17 emang beda kelas !",1
ycGdOc17FhA,"CITY HATCHBACK NAIK SPEK, MENGEJUTKAN DI MANDALIKA",Fitra Eri,2025-04-26 06:01:01+00:00,ArifKartini-j1j,"sehari join alexis17 , gue udah dapet cuan dp rumah !",1,"sehari join alexis17 , gue udah dapet cuan dp rumah !",1
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,1.745.337.034.206.620,PemudaHarapanBangsaku,"Mau nanya nih netizen, huawei masih di ban ga sih sama google?",0,"mau nanya nih netizen , huawei masih di ban ga sih sama google ?",0
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.214.280.717.080,ujankfahmy, @mascar007  presiden kok malah minta solusi mikir dong wkwkwkwk,0,presiden kok malah minta solusi mikir dong wkwkwkwk,0
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,1.745.337.018.977.450,Mika_sa914,​ @rusliofficiall96  huawei jangan bandingin sama samsung😂,0,​ huawei jangan bandingin sama samsung,0
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.214.307.320.040,yayurahayu9346,wait and see ... semogaa...,0,wait and see ... semogaa ...,0
5MBwJpU-9tg,"Rifat Sungkar Mau Bikin Sirkuit⁉️ | Dipo, Ziko Belajar Dari Suhu Motorsports",Garasi Drift Podcast,2025-04-30 09:00:07+00:00,casillasstrain-e3u,busett cerahh banget 𝐒𝐆𝐈𝟖𝟖 encess koinya ngasih mulu,1,busett cerahh banget 𝐒𝐆𝐈𝟖𝟖 encess koinya ngasih mulu,1
f8UEkmYXlzA,SKAKMAT AHOK,Pandji Pragiwaksono,174.539.060.424.287,rad39tyo,10000% VOTE!!!,0,10000 % vote ! ! !,0
ufS5vDKnIhM,MITSUBISHI TRITON ULTIMATE AT | Definisi Pria Jago Di Kantor dan Di Lapangan,Motomobi,2025-05-01 02:30:42+00:00,mangunsongartanto,"bro , alexis17 ! tuh emang mantep banget , gue udah buktiin",1,"bro , alexis17 ! tuh emang mantep banget , gue udah buktiin",1
4-hj6CwvKpU,JAECOO J7 | PHEV Apakah Worth It? Feat. Ridwan Hanif,Motomobi,174.516.479.471.876,DaniMaulana-u8h,Gue rela begadang sampe subuh demi ALEXIS⭐17⭐.,1,gue rela begadang sampe subuh demi alexis17 .,1
rrUoGtfU9kw,PAMERAN EV TERKEREN INI BISA BIKIN ANDA KAYA RAYA,Fitra Eri,2025-05-01 09:01:12+00:00,panduherlambang-v1b,"alexis17 ! bikin gue sultan sebulan , modal 100rb",1,"alexis17 ! bikin gue sultan sebulan , modal 100rb",1
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.161.852.050,wahyufrommars14,Gass bang modif motor,0,gass bang modif motor,0
f8UEkmYXlzA,SKAKMAT AHOK,Pandji Pragiwaksono,1.745.405.030.607.670,biosyafa9128,The best pejabat yg saya tau,0,the best pejabat yg saya tau,0
BI_RsNf1HJA,Mobil Yang Bikin GD Insecure‼️ | The Elite Showcase 2025,Garasi Drift,1.739.946.160.466.460,344Casper,setuju bang modif motor🎉🎉🎉,0,setuju bang modif motor,0
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,2025-04-22 03:10:19+00:00,OrangBijak-f1v,absen 𝑯𝑶𝑲𝑰777 aja ?,1,absen 𝑯𝑶𝑲𝑰777 aja ?,1
ldxzVrtqXFg,"Generasi Muda, Bonus Demografi dan Masa Depan Indonesia",Wakil Presiden Republik Indonesia,1.745.336.764.618.890,fabianazura3379,Luar biasa kualitas Fufufafa ini 👏,0,luar biasa kualitas fufufafa ini,0
VXqMJqP7mvk,HP TERGILA yang dijual RESMI di INDONESIA! - Huawei Mate XT!,GadgetIn,1.745.337.042.439.250,ByunBaekja,Ya Allah blm lama beli pura dah ada lgi yg baru 🫠,0,ya allah blm lama beli pura dah ada lgi yg baru,0
gP0YCMCJnjA,Presiden Prabowo Menjawab,Narasi Newsroom,1.744.214.325.247.420,Fikriadiza00,​ @angeliart_ cie komentar dari papan klip,0,​ cie komentar dari papan klip,0
